Sr ,Degree 1,Degree 1 SpeCializations,Campus,Key Skills
1312,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
1313,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1314,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1315,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
1316,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1317,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
1318,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
1319,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
1320,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
1321,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1322,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1323,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1324,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1325,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1326,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
1327,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
1328,B E ,Electronics  Telecommunication Engineering,MITCOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1329,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1330,B E ,Mechanical,MITCOE,CATIA
1331,B E ,Mechanical,MITCOE,CATIA
1332,B E ,Mechanical,MITCOE,CATIA
1333,B E ,Mechanical,MITAOE,"CAD,CAM"
1334,B E ,Mechanical,MITCOE,"CAD,CAM"
1335,B E ,Mechanical,MITCOE,AUTOCAD
1336,B E ,Mechanical,MITAOE,"CAD,CAM"
1337,B E ,Mechanical,MITAOE,AUTOCAD
1338,B E ,Mechanical,MITCOE,"CAD,CAM"
1339,B E ,Mechanical,MITCOE,"CAD,CAM"
1340,B E ,Mechanical,MITCOE,"CAD,CAM"
1341,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
1342,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
1343,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1344,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1345,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1346,B E ,Mechanical,MITCOE,"CAD,CAM"
1347,B E ,Mechanical,MITCOE,"CAD,CAM"
1348,B E ,Mechanical,MITCOE,"CAD,CAM"
1349,B E ,Mechanical,MITCOE,"CAD,CAM"
1350,B E ,Mechanical,MITAOE,"ProE,CATIA"
1351,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
1352,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
1353,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
1354,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
1355,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
1356,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1357,B E ,Electronics  Telecommunication Engineering,MITCOE,"C,JAVA"
1358,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,JAVA"
1359,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,JAVA"
1360,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,JAVA"
1361,B E ,Mechanical,MITCOE,"ProE,CATIA"
1362,B E ,Mechanical,MITAOE,"ProE,CATIA"
1363,B E ,Mechanical,MITCOE,"ProE,CATIA"
1364,B E ,Mechanical,MITCOE,"ProE,CATIA"
1365,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
1366,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
1367,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1368,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1369,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1370,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1371,B E ,Electronics  Telecommunication Engineering,MITCOE,"C,PCB design"
1372,B E ,Electronics  Telecommunication Engineering,MITCOE,"C,PCB design"
1373,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,PCB design"
1374,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,PCB design"
1375,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,PCB design"
1376,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,PCB design"
1377,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,PCB design"
1378,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1379,B E ,Electronics  Telecommunication Engineering,MITAOE,"EmbeddedC, MATLAB, C "
1380,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1381,B E ,Electronics  Telecommunication Engineering,MITCOE,"C,JAVA"
1382,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,JAVA"
1383,B E ,Electronics  Telecommunication Engineering,MITCOE,"C,PCB design"
1384,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,PCB design"
1385,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,PCB design"
1386,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1387,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1388,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1389,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1390,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, C "
1391,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1392,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1393,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1394,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1395,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1396,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1397,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1398,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1399,B E ,Electronics  Telecommunication Engineering,MITAOE,"EmbeddedC, MATLAB, C "
1400,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1401,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, C "
1402,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, C "
1403,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, C "
1404,B E ,Computer Science  Engineering,MITAOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
1405,B E ,Computer Science  Engineering,MITAOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
1406,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1407,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,JAVA"
1408,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,JAVA"
1409,B E ,Electronics  Telecommunication Engineering,MITCOE,"C,JAVA"
1410,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,PCB design"
1411,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
1412,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
1413,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1414,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1415,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1416,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1417,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1418,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
1419,B E ,Computer Science  Engineering,MITAOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
1420,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
1421,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,PCB design"
1422,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,PCB design"
1423,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,PCB design"
1424,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1425,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1426,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1427,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1428,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1429,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1430,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1431,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1432,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1433,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1434,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1435,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EmbeddedC, MATLAB, C "
1436,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
1437,B E ,Electronics  Telecommunication Engineering,MITAOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
1438,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
1439,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, Cprogramming, Keil"
1440,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
1441,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1442,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1443,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,JAVA"
1444,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,JAVA"
1445,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,JAVA"
1446,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,JAVA"
1447,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,JAVA"
1448,B E ,Electronics  Telecommunication Engineering,MITCOE,"C,PCB design"
1449,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,PCB design"
1450,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,PCB design"
1451,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, C "
1452,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, C "
1453,B E ,Computer Science  Engineering,MITAOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
1454,B E ,Computer Science  Engineering,MITAOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
1455,B E ,Electronics  Telecommunication Engineering,MITAOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
1456,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
1457,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
1458,B E ,Electronics  Telecommunication Engineering,MITAOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
1459,B E ,Electronics  Telecommunication Engineering,MITAOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
1460,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
1461,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,PCB design"
1462,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,PCB design"
1463,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1464,B E ,Electronics  Telecommunication Engineering,MITAOE,"EmbeddedC, MATLAB, C "
1465,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1466,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1467,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1468,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1469,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1470,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1471,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1472,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1473,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
1474,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
1475,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, Cprogramming, Keil"
1476,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
1477,B E ,Electronics  Telecommunication Engineering,MITCOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
1478,B E ,Electronics  Telecommunication Engineering,MITAOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
1479,B E ,Electronics  Telecommunication Engineering,MITCOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
1480,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
1481,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
1482,B E ,Electronics  Telecommunication Engineering,MITAOE,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
1483,B E ,Electronics  Telecommunication Engineering,MITCOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1484,B E ,Electronics  Telecommunication Engineering,MITAOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1485,B E ,Electronics  Telecommunication Engineering,MITCOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1486,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, Cprogramming, Keil"
1487,B E ,Computer Science  Engineering,MITAOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
1488,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
1489,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
1490,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
1491,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, Cprogramming, Keil"
1492,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, Cprogramming, Keil"
1493,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
1494,B E ,Electronics  Telecommunication Engineering,MITAOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
1495,B E ,Electronics  Telecommunication Engineering,MITAOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
1496,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
1497,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
1498,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
1499,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
1500,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1501,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1502,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1503,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1504,B E ,Mechanical,MITCOE,CATIA
1505,B E ,Mechanical,MITAOE,CATIA
1506,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
1507,B E ,Electronics  Telecommunication Engineering,MITCOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1508,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1509,B E ,Mechanical,MITAOE,AUTOCAD
1510,B E ,Mechanical,MITCOE,"CAD,CAM"
1511,B E ,Mechanical,MITCOE,"CAD,CAM"
1512,B E ,Mechanical,MITCOE,AUTOCAD
1513,B E ,Mechanical,MITCOE,"CAD,CAM"
1514,B E ,Mechanical,MITCOE,AUTOCAD
1515,B E ,Mechanical,MITCOE,"CAD,CAM"
1516,B E ,Mechanical,MITCOE,"ProE,CATIA"
1517,B E ,Mechanical,MITCOE,"ProE,CATIA"
1518,B E ,Mechanical,MITAOE,"ProE,CATIA"
1519,B E ,Mechanical,MITCOE,"ProE,CATIA"
1520,B E ,Mechanical,MITAOE,"ProE,CATIA"
1521,B E ,Mechanical,MITCOE,CATIA
1522,B E ,Mechanical,MITCOE,AUTOCAD
1523,B E ,Mechanical,MITCOE,"ProE,CATIA"
1524,B E ,Mechanical,MITAOE,"ProE,CATIA"
1525,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1526,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
1527,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
1528,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
1529,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1530,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1531,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1532,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1533,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
1534,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1535,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1536,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
1537,B E ,Electronics  Telecommunication Engineering,MITAOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1538,B E ,Electronics  Telecommunication Engineering,MITCOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1539,B E ,Mechanical,MITAOE,CATIA
1540,B E ,Mechanical,MITCOE,CATIA
1541,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1542,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1543,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1544,B E ,Mechanical,MITCOE,CATIA
1545,B E ,Mechanical,MITCOE,CATIA
1546,B E ,Mechanical,MITCOE,CATIA
1547,B E ,Mechanical,MITCOE,CATIA
1548,B E ,Mechanical,MITCOE,CATIA
1549,B E ,Mechanical,MITCOE,CATIA
1550,B E ,Mechanical,MITCOE,"CAD,CAM"
1551,B E ,Mechanical,MITCOE,AUTOCAD
1552,B E ,Mechanical,MITAOE,"CAD,CAM"
1553,B E ,Mechanical,MITAOE,"CAD,CAM"
1554,B E ,Mechanical,MITCOE,"CAD,CAM"
1555,B E ,Mechanical,MITCOE,AUTOCAD
1556,B E ,Mechanical,MITCOE,AUTOCAD
1557,B E ,Mechanical,MITCOE,AUTOCAD
1558,B E ,Mechanical,MITCOE,"CAD,CAM"
1559,B E ,Mechanical,MITCOE,"CAD,CAM"
1560,B E ,Mechanical,MITCOE,"CAD,CAM"
1561,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
1562,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
1563,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
1564,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
1565,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
1566,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1567,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
1568,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
1569,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
1570,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
1571,B E ,Mechanical,MITCOE,"CAD,CAM"
1572,B E ,Mechanical,MITAOE,"ProE,CATIA"
1573,B E ,Mechanical,MITCOE,"ProE,CATIA"
1574,B E ,Mechanical,MITAOE,"ProE,CATIA"
1575,B E ,Mechanical,MITCOE,"ProE,CATIA"
1576,B E ,Mechanical,MITCOE,"ProE,CATIA"
1577,B E ,Mechanical,MITAOE,"ProE,CATIA"
1578,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1579,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1580,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1581,B E ,Mechanical,MITAOE,"ProE,CATIA"
1582,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1583,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
1584,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
1585,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1586,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
1587,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
1588,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
1589,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1590,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1591,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1592,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1593,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1594,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1595,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
1596,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
1597,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
1598,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
